row_id,page,hanzi,wupin,alt_wupin,note,legacy_ipa_ocr,has_wupin,source
r03026,225,阿领,o33lin55,to;lba,,tʔliŋl,True,result_all_converted.xlsx
r03027,225,油摄,yeu11seq5,yeu2;yeu6,,,True,result_all_converted.xlsx
r03028,226,第七章,di11chiq1tsaon11,,,,True,result_all_converted.xlsx
r03029,226,逃生,dau11san52,san1;seon1,私生子女,isaŋl,True,result_all_converted.xlsx
r03030,226,新郎官,shin33laon55kuoen52,,新郎,fɕiŋlɒŋkuøl,True,result_all_converted.xlsx
r03031,226,新人,shin33zeen52,gnin2,,fɕiŋȵiŋ,True,result_all_converted.xlsx
r03032,226,新娘子,shin33gnian55tsy52,tsy3;tseq7,,lɕiŋiaŋts,True,result_all_converted.xlsx
r03033,226,伴郎,boen115laon52,boen4;boen6,,blɒŋ,True,result_all_converted.xlsx
r03034,226,伴,boen113,boen4;boen6,姑娘,lbølkuniaŋ,True,result_all_converted.xlsx
r03035,226,瞎子,haeq3tsy55,tsy3;tseq7,,lhts,True,result_all_converted.xlsx
r03036,226,瞎眼佬,haeq3ngaen55lau52,,瞎子的贬称,fhʔsŋæ̃lɒllf,True,result_all_converted.xlsx
r03037,226,瞎婆,haeq3bo52,mo2,女性的瞎子,lʔbostli,True,result_all_converted.xlsx
r03038,226,独眼龙,doq1ngaen55lon52,,,ldoʔŋæ̃kloŋltk,True,result_all_converted.xlsx
r03039,226,喇眼佬,la11ngaen55lau52,,,,True,result_all_converted.xlsx
r03040,226,斜视的人,zhia11zy55tiq5zeen52,gnin2,,,True,result_all_converted.xlsx
r03041,226,聋,lon231,,,,True,result_all_converted.xlsx
r03042,226,聋子,lon11tsy55,tsy3;tseq7,,loŋts,True,result_all_converted.xlsx
r03043,226,葛嘴,keq3tsy55,tsy3;tse3,佬口吃的人伊阿侄是,,True,result_all_converted.xlsx
r03044,226,个,ko33,koo;ko5;cox;box,一句说话有半日好话味葛本字为吃,iiti,True,result_all_converted.xlsx
r03045,226,葛嘴脯,keq3tsy55bu52,tsy3;tse3fu3,,kʔtsbu,True,result_all_converted.xlsx
r03046,226,执嘴,tseq3tsy55,tsy3;tse3,,kltsʔtstsʔtsll,True,result_all_converted.xlsx
r03047,226,读成,doeq1dzeon52,doq8dzeon4;dzeon4,鸡启西之类,i,True,result_all_converted.xlsx
r03048,226,大舌头,da11zeq1deu11,do6,,kldozʔdɤ,True,result_all_converted.xlsx
r03049,226,倭子,o33tsy55,tsy3;tseq7,口齿不清的人倭原指宋时倭寇入侵后与国人,otsllklil,True,result_all_converted.xlsx
r03050,226,哑子,o335tsy52,tsy3;tseq7,哑巴,otsotsʔllll,True,result_all_converted.xlsx
r03051,226,哑婆,o335bo52,mo2,女性的哑巴,lobollll,True,result_all_converted.xlsx
r03052,226,缺嘴龙,chioeq3tsy55lon52,chioq7;chioq7tsy3;tse3,豁唇的人,kltʰiøʔtsloŋ,True,result_all_converted.xlsx
r03053,226,缺嘴脯,chioeq3tsy55bu52,chioq7;chioq7tsy3;tse3fu3,,klftɕiøtsbu,True,result_all_converted.xlsx
r03054,226,麻子,mo11tsy55,mo2;mo2;mo2;mo2tsy3;tseq7,,kmotsmotsʔ,True,result_all_converted.xlsx
r03055,226,麻婆,mo11bo52,mo2;mo2;mo2;mo2mo2,女性的麻子,kkmoboslkk,True,result_all_converted.xlsx
r03056,226,秃头,thoeq3deu52,thoeq7;thoq7,谢顶的人,tʰøʔdɤ,True,result_all_converted.xlsx
r03057,226,瘌痢头,laeq1li55deu52,,长秃疮的人,,True,result_all_converted.xlsx
r03058,227,癞头,la11deu11,,,,True,result_all_converted.xlsx
r03059,227,子,tsy335,tsy3;tseq7,,,True,result_all_converted.xlsx
r03060,227,癞头婆,la11deu11bo11,mo2,长秃疮的女性,,True,result_all_converted.xlsx
r03061,227,驼背佬,do11pe55lau52,pe1;pe5;pe5;be6;be6;be6,驼,fdoplɒf,True,result_all_converted.xlsx
r03062,227,背,pe52,pe1;pe5;pe5;be6;be6;be6,的人,hopl,True,result_all_converted.xlsx
r03063,227,翘脚,chiau33ciaq3,jiau2,拐子,tɕʰiɒtiaʔʔ,True,result_all_converted.xlsx
r03064,227,折脚佬,tseq3ciaq5lau52,tseq7;tseq7;zeq8;zeq8,,tzʔtiaʔlɒ,True,result_all_converted.xlsx
r03065,227,脚佬,ciaq3lau55,,罗圈腿,,True,result_all_converted.xlsx
r03066,227,疯子,fon33tsy55,tsy3;tseq7,瘫痪的人,foŋtsi,True,result_all_converted.xlsx
r03067,227,疯瘫佬,fon33thaen55lau52,,,foŋtʰlɒ,True,result_all_converted.xlsx
r03068,227,六个手指头,loq1ko55seu55tsy55deu52,koo;ko5;cox;box,有枝指的人,floʔɡəʔkoʔsɤtsdɤtl,True,result_all_converted.xlsx
r03069,227,借手佬,cia33seu33lau33,1;cru5;jia4,,tiasɤlɒlfi,True,result_all_converted.xlsx
r03070,227,用左手的人,yon11cia11seu11tiq1zeen11,ciu4;tso3gnin2,借本字为左广,,True,result_all_converted.xlsx
r03071,227,韵,yoen11,,则个切,lll,True,result_all_converted.xlsx
r03072,227,借,cia33,1;cru5;jia4,手师父,lttɕiatɕiaʔlɒʔkl,True,result_all_converted.xlsx
r03073,227,借脚佬,cia33ciaq3lau33,1;cru5;jia4,里用左手的人贬称借本字为左,,True,result_all_converted.xlsx
r03074,227,讷的疯子,naeq1tiq5fon55tsy52,tsy3;tseq7,,f,True,result_all_converted.xlsx
r03075,227,呆婆,te33bo52,te1;nge2mo2,,ŋʔbolfʔtt,True,result_all_converted.xlsx
r03076,227,癫子,tien33tsy55,tsy3;tseq7,,tislf,True,result_all_converted.xlsx
r03077,227,疯婆,fon33bo52,mo2,,foŋbotil,True,result_all_converted.xlsx
r03078,227,头,deu231,,傻子,ldoʔdɤ,True,result_all_converted.xlsx
r03079,227,书头,shiu33deu52,,,lɕydoʔdɤ,True,result_all_converted.xlsx
r03080,227,直头老虎,dzeoq1deu55lau55hu52,lau4;lau6,,pdzəʔdɤlɒhutlltklt,True,result_all_converted.xlsx
r03081,227,指心直口快,tsy335shin55dzeoq5kheu55khua52,krua5;khau5,不知转圆的人,,True,result_all_converted.xlsx
r03082,227,直头牛,dzeoq1deu55gnieu52,,,ldzəʔdɤiŋi,True,result_all_converted.xlsx
r03083,227,懈胖,ga115phaon52,ga4;jia4;jia4;ge4,指心宽发福的人,tɡpʰɒŋlk,True,result_all_converted.xlsx
r03084,227,老实头人,lau115zeq5deu55zeen52,lau4;lau6gnin2,老实人,lɒzəʔdɤŋiŋsi,True,result_all_converted.xlsx
r03085,227,经济头人,cin33ci55deu55zeen52,ci5;ct1;ci5gnin2,指善于精打细算的人,ʔftɕiŋtɕidɤȵiŋlt,True,result_all_converted.xlsx
r03086,227,老古板,lau115ku55paen52,lau4;lau6,,lɒkupæ̃t,True,result_all_converted.xlsx
r03087,228,第七章,di11chiq1tsaon11,,,,True,result_all_converted.xlsx
r03088,228,呆大舅,te33da55jieu52,te1;nge2do6,指傻瓜,,True,result_all_converted.xlsx
r03089,228,修子,shieu33tsy55,tsy3;tseq7,指缺乏经验容易上当的人燕的转写,tkʑstt,True,result_all_converted.xlsx
r03090,228,寿头,zeu11deu11,,指背时的人,lzɤdf,True,result_all_converted.xlsx
r03091,228,陈年历日本,dzeen11gnien55liq5gni55peen52,liq8;liq8;liq8gni6;zeq8;zeq8;gniq8,,llldzẽȵiẽliʔzʔp,True,result_all_converted.xlsx
r03092,228,滥好人,laen11hau11zeen11,rdu5;hau3gnin2,指过分示人以好的人,læ̃hɒŋl,True,result_all_converted.xlsx
r03093,228,哭作猫,khoq3tseq5mau52,khuoq7tsog7;tsoq7;tsoq7,指容易受气哭泣的人,tkʰoʔtsoʔɒt,True,result_all_converted.xlsx
r03094,228,偎灶猫,ue33tsa55mau52,tsau5,,lutsɒmɒlll,True,result_all_converted.xlsx
r03095,228,夜新鲜,ya11shin11shien11,,指越晚越有精神不爱睡觉的人,fɦiaɕiŋɕiẽttlfi,True,result_all_converted.xlsx
r03096,228,摸夜游,mhoq3ya55yeu52,moq8;moq8,指梦游人指晚间和白天一样,lmoʔɦiaɦiɤlzʔtʰll,True,result_all_converted.xlsx
r03097,228,惹风骚,gnia115fon55sau52,gnia4;gnia4;ghia4;ze4,指经不起旁人的言行冲撞经常反应过度,lŋiafoŋsɒʔttt,True,result_all_converted.xlsx
r03098,228,的人,tiq3zeen52,gnin2,,f,True,result_all_converted.xlsx
r03099,228,轻骨头,chin33kueq5deu52,kuēq7;kuoeq7;kuoq7,指言行轻浮的人,tiŋkuʔdɤ,True,result_all_converted.xlsx
r03100,228,下作胚,gho115tseq5phe52,gho4;gho6;yo4tsog7;tsoq7;tsoq7,指言行下流的人,tkɦotsoʔʔpʰ,True,result_all_converted.xlsx
r03101,228,坏胚子,wa11phe11tsy11,tsy3;tseq7,,ɦuapʰtsf,True,result_all_converted.xlsx
r03102,228,壁鬼,piq3ciu55,kue3,,,True,result_all_converted.xlsx
r03103,228,阴司鬼,in33sy55ciu52,kue3,,liŋstɕytlllf,True,result_all_converted.xlsx
r03104,228,指内心阴暗,tsy335ne55shin55in55een52,,爱算计别人的人,,True,result_all_converted.xlsx
r03105,228,极煞鬼,jiq1saeq5ciu52,kue3,,,True,result_all_converted.xlsx
r03106,228,力极鬼,liq1jiq5ciu52,kue3,,tkliʔdʑiʔtɕy,True,result_all_converted.xlsx
r03107,228,性急鬼,shin33ciq3ciu33,kue3,指性情急躁的人,ɕiŋtɕiʔtɕyt,True,result_all_converted.xlsx
r03108,228,倒醉鬼,tau335tse55ciu52,tau5kue3,,tɒtstyftsk,True,result_all_converted.xlsx
r03109,228,呆虫,te33dzon52,te1;nge2,,ŋdzoŋi,True,result_all_converted.xlsx
r03110,228,责骂人愚蠢,tseq3mo55zeen55gniu55tsheen52,tseoq7;tseoq7gnin2tshoen3;tshoen3,,,True,result_all_converted.xlsx
r03111,228,瘟虫,uen33dzon52,uen1;uoen1,,udzoŋlkf,True,result_all_converted.xlsx
r03112,228,责骂人熊样,tseq3mo55zeen55yon55yan52,tseoq7;tseoq7gnin2,,,True,result_all_converted.xlsx
r03113,228,贱胎,jien11the11,jien6;zhien6the1;liic1;the3,,fʑiẽtʰll,True,result_all_converted.xlsx
r03114,228,赤佬,tsheq3lau55,lsheg7;tsheoq7,头对人蔑视和辱,ftsʰʔlɒdtsʰoʔlɒdɤlfll,True,result_all_converted.xlsx
r03115,228,贼胚,zhiq1phe52,dzeoq8;dzeoq8;zeoq8,责骂男性品行不端,lkzəʔpʰʔ,True,result_all_converted.xlsx
r03116,228,强盗胚,chian335dau55phe52,jian2,,dʑiaŋʔdɒpʰ,True,result_all_converted.xlsx
r03117,228,落魄阿四,loq1phaq5o55sy52,phaq7;pheq7;pheq7;phoq7;boq8;boq8;thoq7to;lba,指衣冠不整的人,lloʔtʰoʔʔs,True,result_all_converted.xlsx
r03118,229,烂地桩,laen11di11tsaon11,,,lllæ̃ditsɒŋ,True,result_all_converted.xlsx
r03119,229,空心大佬,khuon33shin55da55lau52,khuon5;khuon5do6,旧指破落户,ikkʰuoŋɕiŋdolɒllllll,True,result_all_converted.xlsx
r03120,229,空壳大少爷,khuon33khoq5da55sau55ya52,khuon5;khuon5do6sau5,,lkʰuoŋkoʔdoksɒɦia,True,result_all_converted.xlsx
r03121,229,烂料,laen11liau11,,责骂败家子,klæ̃liɒl,True,result_all_converted.xlsx
r03122,229,搭色佬,taeq3seoq5lau52,,指已婚男性有外遇的,ttʔsəʔlɒll,True,result_all_converted.xlsx
r03123,229,妍头,deu231,,居的男人或女人,,True,result_all_converted.xlsx
r03124,229,搭头,taeq3deu52,,,tʔdɤ,True,result_all_converted.xlsx
r03125,229,花客,huo33khaq5,,旧指吃喝嫖赌的人,thuokʰaʔll,True,result_all_converted.xlsx
r03126,229,烂货,laen11hu11,,责骂女性作风不正,klhuitfll,True,result_all_converted.xlsx
r03127,229,余客,yu11khaq5,yu2;yu2,旧指无业游民,,True,result_all_converted.xlsx
r03128,229,堕贫,do115bin52,,,lfdobiŋllltklik,True,result_all_converted.xlsx
r03129,229,老嫚,lau113,lau4;lau6,,,True,result_all_converted.xlsx
r03130,229,嫚线,shien33,,,,True,result_all_converted.xlsx
r03131,229,鳗鱼苗,moen11yu55miau52,ng2,,fft,True,result_all_converted.xlsx
r03132,229,告化子,ka33huo33tsy33,kau5;kau5tsy3;tseq7,,kɒhuotskahuotsz,True,result_all_converted.xlsx
r03133,229,乞丐,chiq3ke55,,,,True,result_all_converted.xlsx
r03134,229,讨饭,thau335vaen52,thau5;thau5vaen2;vaen6,,itɒvæ̃,True,result_all_converted.xlsx
r03135,229,讨饭佬,thau335vaen55lau52,thau5;thau5vaen2;vaen6,,tʰvllp,True,result_all_converted.xlsx
r03136,229,大班讨饭,da11paen11thau11vaen11,do6thau5;thau5vaen2;vaen6,,kittdoptʰɒvtk,True,result_all_converted.xlsx
r03137,229,婊子,piau335tsy52,tsy3;tseq7,,lpiɒts,True,result_all_converted.xlsx
r03138,229,天亮嫂,thien33lian55sau52,,,tʰiẽliaŋsɒ,True,result_all_converted.xlsx
r03139,229,沿凡咯,yen11vaen55koq54,yen2;yen6,,flɦivæ̃ɡoʔk,True,result_all_converted.xlsx
r03140,229,贼骨头,zhiq1kueq5deu52,dzeoq8;dzeoq8;zeoq8kuēq7;kuoeq7;kuoq7,小偷,zəʔkuʔdɤlvf,True,result_all_converted.xlsx
r03141,229,暗贼,een33zhiq3,dzeoq8;dzeoq8;zeoq8,,lẽzəʔʔ,True,result_all_converted.xlsx
r03142,229,背贼,pe33zhiq5,pe1;pe5;pe5;be6;be6;be6dzeoq8;dzeoq8;zeoq8,白天隐藏在人家中晚上出来偷盗的小偷,biẽpzəʔikʔʑllkf,True,result_all_converted.xlsx
r03143,229,撮鸟儿,tseq3tiau55gni52,tsheq7;tsheq7;tsheg7;tshoeq7tidu5;gnhiau3;ghhiau3;gniau412;ghi2;i2,手,tsʰøʔtiɒlk,True,result_all_converted.xlsx
r03144,229,三只手,saen33tsy55seu52,tsy3;tseq7;ciq7;ciq7;ciq7;tseoq7,,sæ̃tsəʔsɤ,True,result_all_converted.xlsx
r03145,229,骗贼,phien33zhiq3,dzeoq8;dzeoq8;zeoq8,,lpʰiẽzəʔ,True,result_all_converted.xlsx
r03146,229,骗子,phien33tsy33,tsy3;tseq7,,fpʰiẽts,True,result_all_converted.xlsx
r03147,229,篾骗,miq1phien55,,谐音篾片对骗子的谑称,,True,result_all_converted.xlsx
r03148,230,第七章,di11chiq1tsaon11,,绍兴方言分类词汇中,,True,result_all_converted.xlsx
r03149,230,强盗,chian335dau52,jian2,,iidʑiaŋdɒk,True,result_all_converted.xlsx
r03150,230,破脚骨,pha33ciaq3kueq3,phā5;pho5kuēq7;kuoeq7;kuoq7,,pʰatɕiaʔkuʔlifl,True,result_all_converted.xlsx
r03151,230,地痞流氓,di11lieu11maon11,,,,True,result_all_converted.xlsx
r03152,230,地头蛇,di11deu11zo11,,,lldidɤzo,True,result_all_converted.xlsx
r03153,230,瘪三,piq3saen52,,不务正业的游民,,True,result_all_converted.xlsx
r03154,230,工人,kuon33zeen52,gnin2,,lkuoŋȵiŋ,True,result_all_converted.xlsx
r03155,230,做工咯,tso33kuon33koq3,,,,True,result_all_converted.xlsx
r03156,230,农民,non11min52,,,lnoŋmiŋ,True,result_all_converted.xlsx
r03157,230,种田,tson335dien52,tson3;tson5,,,True,result_all_converted.xlsx
r03158,230,务农咯,wu11non11koq1,wu6;u5,,,True,result_all_converted.xlsx
r03159,230,田墩头,dien11toen55deu52,,旧时指富裕的农民,diẽtdll,True,result_all_converted.xlsx
r03160,230,地主,di11ciu11,,,lditɕy,True,result_all_converted.xlsx
r03161,230,老相公,lau115shian55kuon52,lau4;lau6shian5;shian5,旧日词,zlɒɕiaŋkuoŋll,True,result_all_converted.xlsx
r03162,230,佃户,dien11wu55,,旧日时指向地主租田缴租的农民,diɦuilltlflfk,True,result_all_converted.xlsx
r03163,230,收租老相公,seu33tsu55lau55shian55kuon52,lau4;lau6shian5;shian5,旧时指替地主向细户收租的人,fltfstsulɒɕiaŋkuoŋllttlll,True,result_all_converted.xlsx
r03164,230,会计,kue33ci33,kue5;we6,,tkutɕi,True,result_all_converted.xlsx
r03165,230,账房先生,tsan33vaon33shien33san33,san1;seon1,旧词,kltsaŋvɒŋɕiẽsaŋllli,True,result_all_converted.xlsx
r03166,230,长年,tsan335gnien52,tsan3;dzan2,长工,dzaŋȵiẽl,True,result_all_converted.xlsx
r03167,230,短工,toen335kuon52,,,ktøkuoŋ,True,result_all_converted.xlsx
r03168,230,临时工,lin11zy55kuon52,,,lllliŋzkuoŋ,True,result_all_converted.xlsx
r03169,230,手脚,seu335ciaq54,,干活时的进度伊快别人种一埭伊种两埭,stiaʔlttkttft,True,result_all_converted.xlsx
r03170,230,头脑,deu11nau55,,领班,ltik,True,result_all_converted.xlsx
r03171,230,做手艺咯,tso33seu33gni33koq3,,手艺人,lltsosȵiɡoʔk,True,result_all_converted.xlsx
r03172,230,生活,san33weq5,san1;seon1wog8;woeq8;woq8;woq8,活儿,lsaŋɦuʔll,True,result_all_converted.xlsx
r03173,230,百作,paq3tseq5,tsog7;tsoq7;tsoq7,各行各业,paʔtsoʔ,True,result_all_converted.xlsx
r03174,230,田作,dien11tseq5,tsog7;tsoq7;tsoq7,农事,llldiẽtsoʔ,True,result_all_converted.xlsx
r03175,230,木作师父,moq1tseq5sy55vu52,tsog7;tsoq7;tsoq7,,lmoʔtsoʔsɦu,True,result_all_converted.xlsx
r03176,230,木匠,moq1jian55,jian4;zhian4,师父,limoʔʑiaŋsɦu,True,result_all_converted.xlsx
r03177,230,作头师父,tseq3deu55sy55vu52,tsog7;tsoq7;tsoq7,,ltsoʔdɤsɦu,True,result_all_converted.xlsx
r03178,230,竹作师父,tsoq3tseq5sy55vu52,tsog7;tsoq7;tsoq7,,tsoʔtsoʔsʔɦulʔi,True,result_all_converted.xlsx
r03179,231,竹匠,tsoq3jian55,jian4;zhian4,,ltsoʔʑiaŋ,True,result_all_converted.xlsx
r03180,231,簟匠,dien115jian52,jian4;zhian4,匠,,True,result_all_converted.xlsx
r03181,231,泥水作师父,gni11sy55tseq5sy55vu52,gni2;gni6sy3;se3tsog7;tsoq7;tsoq7,,kfliȵistsoʔsɦu,True,result_all_converted.xlsx
r03182,231,泥水匠,gni11sy55jian52,gni2;gni6sy3;se3jian4;zhian4,,klȵisʑiaŋk,True,result_all_converted.xlsx
r03183,231,做泥子咯,tso33gni33tsy33koq3,gni2;gni6tsy3;tseq7,,,True,result_all_converted.xlsx
r03184,231,石匠,zaq1jian55,zaq8;zeoq8jian4;zhian4,,illzaʔʑiaŋk,True,result_all_converted.xlsx
r03185,231,石作师父,zaq1tseq5sy55vu52,zaq8;zeoq8tsog7;tsoq7;tsoq7,,fllzaʔtsoʔsɦu,True,result_all_converted.xlsx
r03186,231,织布匠,tseq3pu55jian52,tseoq7;tseoq7pu5jian4;zhian4,,iltsʔpuʑiaŋk,True,result_all_converted.xlsx
r03187,231,腰机师父,iau33ci55sy55vu52,,,liitɕisɦu,True,result_all_converted.xlsx
r03188,231,榜花师父,paon335huo55sy55vu52,,,lpʰɒŋhuosɦullll,True,result_all_converted.xlsx
r03189,231,篷作师父,bon11tseq5sy55vu52,tsog7;tsoq7;tsoq7,,liboŋtsoʔsɦuffl,True,result_all_converted.xlsx
r03190,231,染坊师父,zeen115faon55sy55vu52,zeen4;gnien4;gnien4;zoen4,,lzẽfɒŋssɦulll,True,result_all_converted.xlsx
r03191,231,印染工,in33zeen33kuon33,zeen4;gnien4;gnien4;zoen4,,,True,result_all_converted.xlsx
r03192,231,漆匠,chiq3jian55,jian4;zhian4,师父,ltʰiʔʑiaŋsɦu,True,result_all_converted.xlsx
r03193,231,铁匠,thiq3jian55,jian4;zhian4,师父,tʰiʔʑiaŋkksɦu,True,result_all_converted.xlsx
r03194,231,打铁佬,to335thiq5lau52,to3;tan3,对铁匠的贬称,tftaŋtʰiʔlɒtlt,True,result_all_converted.xlsx
r03195,231,白铁师父,baq1thiq5sy55vu52,,用白铁皮制作器具的工匠,lbaʔtʰiʔsɦuillf,True,result_all_converted.xlsx
r03196,231,铜匠,don11jian55,jian4;zhian4,师父,tdoŋʑiaŋsɦu,True,result_all_converted.xlsx
r03197,231,箍桶师父,khu33don55sy55vu52,,,tkʰudoŋsɦuftf,True,result_all_converted.xlsx
r03198,231,裁缝师父,ze11von55sy55vu52,von2;von6,,tzvoŋsɦu,True,result_all_converted.xlsx
r03199,231,裁缝,ze11von52,von2;von6,,zʔvoŋ,True,result_all_converted.xlsx
r03200,231,皮匠,bi11jian55,jian4;zhian4,师父,lbiʑiaŋsɦu,True,result_all_converted.xlsx
r03201,231,理发匠,li115faeq5jian52,faeq7;faeq7jian4;zhian4,,fllifʔʑiaŋ,True,result_all_converted.xlsx
r03202,231,剃头师父,thi33deu33sy33vu33,,,ltʰidɤsɦu,True,result_all_converted.xlsx
r03203,231,剃头佬,thi33deu33lau33,,对理发匠的贬称,tʰittttf,True,result_all_converted.xlsx
r03204,231,烧饭师父,sau33vaen55sy55vu52,vaen2;vaen6,厨,sɒvæ̃sɦulf,True,result_all_converted.xlsx
r03205,231,饭头,vaen11deu52,vaen2;vaen6,,tvæ̃dɤʔ,True,result_all_converted.xlsx
r03206,231,船老板,zeen11lau55paen52,zeen2;zoen2lau4;lau6,,kzlɒpæ̃,True,result_all_converted.xlsx
r03207,231,船头脑,zeen11deu55nau52,zeen2;zoen2,,zẽdɤnɒ,True,result_all_converted.xlsx
r03208,231,老板,lau115paen52,lau4;lau6,,lɒpæ̃,True,result_all_converted.xlsx
r03209,232,第七章,di11chiq1tsaon11,,,,True,result_all_converted.xlsx
r03210,232,即指,ciq3tsy55,,店主的主字,ltt,True,result_all_converted.xlsx
r03211,232,老板娘,lau115paen55gnian52,lau4;lau6,,ttlɒlpæ̃ȵiaŋ,True,result_all_converted.xlsx
r03212,232,售货员,dzeu11hu11yoen11,nzyoen2;yoen6,,zɤhuɦiø̃,True,result_all_converted.xlsx
r03213,232,店信,tien33shin33,,,tiẽku,True,result_all_converted.xlsx
r03214,232,服务员,voq1wu55yoen52,wu6;u5yoen2;yoen6,,kvoʔɦuɦiɕ,True,result_all_converted.xlsx
r03215,232,堂信,daon11shin55,,,iidɒŋk,True,result_all_converted.xlsx
r03216,232,朝奉,tsau33von55,tsau1;dzau2,旧时指当铺的伙计,zŋvolk,True,result_all_converted.xlsx
r03217,232,老伯,lau115paq54,lau4;lau6,老工人多指门房伯有尾是儿化,tllɒpaŋllflpaŋl,True,result_all_converted.xlsx
r03218,232,韵的残余,yoen11tiq1dzaen11yu11,yu2;yu2,,f,True,result_all_converted.xlsx
r03219,232,投递员,deu11di55yoen52,yoen2;yoen6,,tlddiɦi,True,result_all_converted.xlsx
r03220,232,邮差,yeu11tshy52,crry1;tsha1;tsha3;tsho1;tsho1;tsho1,,,True,result_all_converted.xlsx
r03221,232,佣人,yon11zeen11,gnin2,,ɦioŋniŋflllu,True,result_all_converted.xlsx
r03222,232,嬷嬷,mo11mo52,,保姆,,True,result_all_converted.xlsx
r03223,232,阿姑,o33ku52,to;lba,未婚的保姆,ʔkukt,True,result_all_converted.xlsx
r03224,232,丫头使女,ia33deu55sy55gniu52,o1;ie1;to;to!gniu4;no4,,iodɤsnylllilytf,True,result_all_converted.xlsx
r03225,232,丫头,ia33deu52,o1;ie1;to;to!,,,True,result_all_converted.xlsx
r03226,232,奶娘,na115gnian52,na4;nha5,奶妈,tnaliŋ,True,result_all_converted.xlsx
r03227,232,奶,na113,na4;nha5,,,True,result_all_converted.xlsx
r03228,232,老娘婆,lau115gnian55bo52,lau4;lau6mo2,,ilɒiaŋboii,True,result_all_converted.xlsx
r03229,232,接生婆,ciq3san55bo52,san1;seon1mo2,,,True,result_all_converted.xlsx
r03230,232,生意人,san33i55zeen52,san1;seon1gnin2,商人,ksaŋiŋiŋ,True,result_all_converted.xlsx
r03231,232,做小生意,tso33shiau33san33i33,san1;seon1,小商人,,True,result_all_converted.xlsx
r03232,232,行贩,ghan11paen55,yin2;yin2;ghaon2;ghaon2paen5;faen5,小贩,lɦɒŋfæ̃l,True,result_all_converted.xlsx
r03233,232,担货郎担,taen33hu55laon55taen52,taen1;taen5taen1;taen5,货郎,,True,result_all_converted.xlsx
r03234,232,客,khaq45,,经纪人,ldʑikʰa,True,result_all_converted.xlsx
r03235,232,中央,tson33ian52,tson5;tson5,人中人,,True,result_all_converted.xlsx
r03236,232,荐头,cien33deu33,cien5;cien5,介绍人,tiẽd,True,result_all_converted.xlsx
r03237,232,同行门,don11ghan55meen52,yin2;yin2;ghaon2;ghaon2,同行,,True,result_all_converted.xlsx
r03238,232,内行人,ne11ghan11zeen11,yin2;yin2;ghaon2;ghaon2gnin2,,nɦɒŋȵiŋʔ,True,result_all_converted.xlsx
r03239,232,在行人,dze115ghan55zeen52,uze4;ze4yin2;yin2;ghaon2;ghaon2gnin2,,zllɦɒŋȵiŋ,True,result_all_converted.xlsx
r03240,233,外行,nga11ghan11,nga6;wa6yin2;yin2;ghaon2;ghaon2,外行人,ŋaɦɒŋʔ,True,result_all_converted.xlsx
r03241,233,师爷,sy33ya52,,旧时称衙门中的幕僚,lsɦiallllllll,True,result_all_converted.xlsx
r03242,233,教书先生,ka33shiu33shien33san33,kau5;cnpy;esan1;seon1,教师,lkɒɕyɕiẽsaŋli,True,result_all_converted.xlsx
r03243,233,教书咯,ka33shiu33koq3,kau5;cnpy;e,,,True,result_all_converted.xlsx
r03244,233,白木先生,baq1moq5shien55san52,san1;seon1,背后对教师的贬称,baʔmoʔiẽsaŋyl,True,result_all_converted.xlsx
r03245,233,学生,yoeq1san52,yoeq8;ghoq8;ghoq8;yoq8san1;seon1,子学生徒弟学徒,ɦoʔsaŋtsllʔ,True,result_all_converted.xlsx
r03246,233,读书人,doeq1shiu55zeen52,doq8gnin2,学生知识分子,idoʔiɕyȵiŋlʔllf,True,result_all_converted.xlsx
r03247,233,文盲,veen11ban52,man2;man2;man2;maon2;maon2;maon4,,ivẽmɒŋ,True,result_all_converted.xlsx
r03248,233,亮眼瞎,lian11ngaen11haeq1,,,lllliaŋŋæ̃hʔ,True,result_all_converted.xlsx
r03249,233,兵,pin52,,,piŋ,True,result_all_converted.xlsx
r03250,233,警察,cin335tshaeq54,,,tiŋtsʰʔ,True,result_all_converted.xlsx
r03251,233,医生,i33san52,san1;seon1,,tisaŋ,True,result_all_converted.xlsx
r03252,233,郎中,laon11tson52,tson5;tson5,指中医,lllɒŋtsoŋll,True,result_all_converted.xlsx
r03253,233,走方郎中,tseu335faon55laon55tson52,tson5;tson5,江湖医生,lltsɤfŋlɒŋtsoŋilil,True,result_all_converted.xlsx
r03254,233,护士,wu115zy52,wu6,,tʰlɦullz,True,result_all_converted.xlsx
r03255,233,看护,kheen33wu33,wu6,,kʰɦu,True,result_all_converted.xlsx
r03256,233,吃食户,keq3zeoq5wu52,keq7;chiq7,,ltiʔzəʔɦu,True,result_all_converted.xlsx
r03257,233,美食家,me115zeoq5cia52,ke1;ko1;ko1;ko1;cio1,,,True,result_all_converted.xlsx
r03258,233,演员,yen115yoen52,yoen2;yoen6,,iiiɦiẽɦiø̃,True,result_all_converted.xlsx
r03259,233,戏子,shi33tsy33,tsy3;tseq7,,ɕitsf,True,result_all_converted.xlsx
r03260,233,旧称,jieu11tsheon11,tsheon5,,,True,result_all_converted.xlsx
r03261,233,和尚,wu11zaon55,wu2;wu6;wu6;gho2;gho6;gho6;gho6;gho6zaon4;zaon6,,ɦoz,True,result_all_converted.xlsx
