row_id,page,hanzi,wupin,alt_wupin,note,legacy_ipa_ocr,has_wupin,source,ipa_from_wupin,ipa_conversion_status,ipa_label_source
r01399,171,家常便饭,cia33dzaon55bien55vaen52,ke1;ko1;ko1;ko1;cio1zaon2;zaon2bien6vaen2;vaen6,,kodzŋbiẽvæ̃k,True,result_all_converted.xlsx,tɕia³³dzɒŋ⁵⁵biẽ⁵⁵væ̃⁵²,ok,rule_from_trusted_wupin
r01400,171,粗茶淡饭,tshu33dzo55daen55vaen52,vaen2;vaen6,,tsʰzllvæ̃l,True,result_all_converted.xlsx,tsʰu³³dzɒ⁵⁵dæ̃⁵⁵væ̃⁵²,ok,rule_from_trusted_wupin
r01401,171,素斋,su33tsa33,,素食,ʑtsa,True,result_all_converted.xlsx,su³³tsa³³,ok,rule_from_trusted_wupin
r01402,171,敲饭榔心,khau33vaen55laon55shin52,chiau1vaen2;vaen6,可用来开胃的菜肴,tkʰɒvæ̃lɒŋɕiŋlll,True,result_all_converted.xlsx,kʰɤ³³væ̃⁵⁵lɒŋ⁵⁵ɕiŋ⁵²,ok,rule_from_trusted_wupin
r01403,171,碗脚,uoen335ciaq54,,碗中的剩菜剩饭,ltiaʔt,True,result_all_converted.xlsx,uø̃³³⁵tɕiaʔ⁵⁴,ok,rule_from_trusted_wupin
r01404,171,糠拌饭,khaon33boen55vaen52,vaen2;vaen6,糠和泔水拌饭用以喂鸡,kkʰɒŋbvæ̃lktl,True,result_all_converted.xlsx,kʰɒŋ³³bø̃⁵⁵væ̃⁵²,ok,rule_from_trusted_wupin
r01405,171,天落水,thien33loq5sy52,sy3;se3,水缸中接承的雨水,kktʰiẽloʔslkk,True,result_all_converted.xlsx,tʰiẽ³³loʔ⁵sɿ⁵²,ok,rule_from_trusted_wupin
r01406,171,过水,ku33sy33,sy3;se3,水缸中经过沉淀的雨水,tktiŋkuskllʔtk,True,result_all_converted.xlsx,ku³³sɿ³³,ok,rule_from_trusted_wupin
r01407,171,茶,dzo231,,白开水去冲壶来茶水茶叶推为,dzoltklzl,True,result_all_converted.xlsx,dzɒ²³¹,ok,rule_from_trusted_wupin
r01408,171,末,mheq45,meq8;meq8;meq8;mhiq7,也有限煞,t,True,result_all_converted.xlsx,hmᴇʔ⁴⁵,ok,rule_from_trusted_wupin
r01409,171,冷茶,lan115dzo52,lan4;leon4,冷开水冷的茶水,ʔlaŋdzolkʔk,True,result_all_converted.xlsx,laŋ¹¹⁵dzɒ⁵²,ok,rule_from_trusted_wupin
r01410,171,茶叶茶,dzo11yiq5dzo52,,茶水客人是要吃咯,ldzoɦiʔdzoklll,True,result_all_converted.xlsx,dzɒ¹¹ɦiʔ⁵dzɒ⁵²,ok,rule_from_trusted_wupin
r01411,171,候口茶,gheu11kheu11dzo11,gheu6;gheu6,冷热合适的茶水,fɦkʰdzoʔʔsfk,True,result_all_converted.xlsx,ɦə¹¹kʰə¹¹dzɒ¹¹,ok,rule_from_trusted_wupin
r01412,171,老酒,lau115cieu52,lau4;lau6,黄酒,lɒtɕiɤ,True,result_all_converted.xlsx,lɤ¹¹⁵tɕiə⁵²,ok,rule_from_trusted_wupin
r01413,171,土绍,thu335zau52,,晚米酒,tʰuzɒk,True,result_all_converted.xlsx,tʰu³³⁵zɤ⁵²,ok,rule_from_trusted_wupin
r01414,171,酒合酒,cieu335keq5cieu52,keq7;gheq8,,tɕiɤkʔtɕiɤllkk,True,result_all_converted.xlsx,tɕiə³³⁵kᴇʔ⁵tɕiə⁵²,ok,rule_from_trusted_wupin
r01415,171,新酒,shin33cieu55,,,titk,True,result_all_converted.xlsx,ɕiŋ³³tɕiə⁵⁵,ok,rule_from_trusted_wupin
r01416,171,烧酒,sau33cieu55,,,sɒtɕi,True,result_all_converted.xlsx,sɤ³³tɕiə⁵⁵,ok,rule_from_trusted_wupin
r01417,171,白酒,baq1cieu55,,,,True,result_all_converted.xlsx,baʔ¹tɕiə⁵⁵,ok,rule_from_trusted_wupin
r01418,171,糟烧,tsau33sau52,,,tssŋ,True,result_all_converted.xlsx,tsɤ³³sɤ⁵²,ok,rule_from_trusted_wupin
r01419,171,啤酒,cieu335,,,bitiɤ,True,result_all_converted.xlsx,tɕiə³³⁵,ok,rule_from_trusted_wupin
r01420,171,葡萄酒,bu11dau55cieu52,,,budtɕiɤ,True,result_all_converted.xlsx,bu¹¹dɤ⁵⁵tɕiə⁵²,ok,rule_from_trusted_wupin
r01421,171,汽水,chi33sy33,sy3;se3,,fzktɕʰis,True,result_all_converted.xlsx,tɕʰi³³sɿ³³,ok,rule_from_trusted_wupin
r01422,171,酸梅汤,soen33me55thaon52,thaon5;thaon5,,smtɒŋ,True,result_all_converted.xlsx,sø̃³³mᴇ⁵⁵tʰɒŋ⁵²,ok,rule_from_trusted_wupin
r01423,172,第六章,di11loq1tsaon11,,绍兴方言分类词汇上,,True,result_all_converted.xlsx,di¹¹loʔ¹tsɒŋ¹¹,ok,rule_from_trusted_wupin
r01424,172,冰淇淋,pin33ji55lin52,,,kpiŋdʑiliŋk,True,result_all_converted.xlsx,piŋ³³dʑi⁵⁵liŋ⁵²,ok,rule_from_trusted_wupin
r01425,172,棒冰,baon115pin52,,冰棍儿,tkbɒŋllpiŋkfl,True,result_all_converted.xlsx,bɒŋ¹¹⁵piŋ⁵²,ok,rule_from_trusted_wupin
r01426,172,木莲豆腐,moq1lien55deu55vu52,gnm,用薛荔的籽实制成的凉粉,ksmoʔliẽdɤɦuiyk,True,result_all_converted.xlsx,moʔ¹liẽ⁵⁵də⁵⁵vu⁵²,ok,rule_from_trusted_wupin
r01427,172,旱烟,gheen115ien52,,,,True,result_all_converted.xlsx,ɦẽ¹¹⁵iẽ⁵²,ok,rule_from_trusted_wupin
r01428,172,潮烟,dzau11ien52,,一种半湿的烟丝,dzɒiẽʔfl,True,result_all_converted.xlsx,dzɤ¹¹iẽ⁵²,ok,rule_from_trusted_wupin
r01429,172,甜食,dien11zeoq5,,,ftfdiẽzəʔ,True,result_all_converted.xlsx,diẽ¹¹zəʔ⁵,ok,rule_from_trusted_wupin
r01430,172,糖,daon231,,糖果,tdɒŋtk,True,result_all_converted.xlsx,dɒŋ²³¹,ok,rule_from_trusted_wupin
r01431,172,酥糖,su33daon52,,,tsudɒŋ,True,result_all_converted.xlsx,su³³dɒŋ⁵²,ok,rule_from_trusted_wupin
r01432,172,豆酥糖,deu11su11daon11,,,ktdɤsudɒŋlltkk,True,result_all_converted.xlsx,də¹¹su¹¹dɒŋ¹¹,ok,rule_from_trusted_wupin
r01433,172,麻酥糖,mo11su55daon52,mo2;mo2;mo2;mo2,,lkmosudɒŋll,True,result_all_converted.xlsx,mɒ¹¹su⁵⁵dɒŋ⁵²,ok,rule_from_trusted_wupin
r01434,172,小核糖,shiau335gheq5daon52,gheq8;gheq8;gheq8;gheq8;gnēq8;weq8;weq8;gheoq8;gheoq8;gheoq8;gneoq8;gheoq8;woeq8,,tɕiɒɦʔdɒŋt,True,result_all_converted.xlsx,ɕiɤ³³⁵ɦᴇʔ⁵dɒŋ⁵²,ok,rule_from_trusted_wupin
r01435,172,麦芽糖,maq1ngo55daon52,,,,True,result_all_converted.xlsx,maʔ¹ŋɒ⁵⁵dɒŋ⁵²,ok,rule_from_trusted_wupin
r01436,172,葱管糖,tshon33kuoen55daon52,,一种做成棒状的麦芽糖,tsʰoŋkudɒŋft,True,result_all_converted.xlsx,tsʰoŋ³³kuø̃⁵⁵dɒŋ⁵²,ok,rule_from_trusted_wupin
r01437,172,寸金糖,tsheen33cin33daon33,tshoen5;tshoen5,细小的寸把长的葱管糖,tsʰtɕiŋdɒŋlf,True,result_all_converted.xlsx,tsʰẽ³³tɕiŋ³³dɒŋ³³,ok,rule_from_trusted_wupin
r01438,172,牛皮糖,gnieu11bi55daon52,,,ȵiɤbidɒŋ,True,result_all_converted.xlsx,ȵiə¹¹bi⁵⁵dɒŋ⁵²,ok,rule_from_trusted_wupin
r01439,172,粽子糖,tson33tsy33daon33,tsy3;tseq7,一种粽子形的糖,kftsoŋtsdɒŋf,True,result_all_converted.xlsx,tsoŋ³³tsɿ³³dɒŋ³³,ok,rule_from_trusted_wupin
r01440,172,泡泡糖,phau33phau55daon52,phau1;phau5;phau5;phau5phau1;phau5;phau5;phau5,,tpʰɒpʰɒdɒŋ,True,result_all_converted.xlsx,pʰɤ³³pʰɤ⁵⁵dɒŋ⁵²,ok,rule_from_trusted_wupin
r01441,172,鸡胗豆,ci33deu55,,煮熟晒干的毛豆,titsẽdf,True,result_all_converted.xlsx,tɕi³³də⁵⁵,ok,rule_from_trusted_wupin
r01442,172,煨番薯,ue33faen55zhiu52,,烤白薯,ufæ̃zyt,True,result_all_converted.xlsx,uᴇ³³fæ̃⁵⁵ʑy⁵²,ok,rule_from_trusted_wupin
r01443,172,红枣,won11tsau55,,,lɦuoŋtsɒ,True,result_all_converted.xlsx,ɦoŋ¹¹tsɤ⁵⁵,ok,rule_from_trusted_wupin
r01444,172,干熟的枣儿,keen33zoq5tiq5tsau55gni52,keen1;keen1;keen3;keen312;ghi2;i2,,,True,result_all_converted.xlsx,kẽ³³zoʔ⁵tiʔ⁵tsɤ⁵⁵ȵi⁵²,ok,rule_from_trusted_wupin
r01445,172,黑枣,heoq3tsau55,,,hʔtst,True,result_all_converted.xlsx,həʔ³tsɤ⁵⁵,ok,rule_from_trusted_wupin
r01446,172,橄榄,kaen335laen52,,,ttklkkt,True,result_all_converted.xlsx,kæ̃³³⁵læ̃⁵²,ok,rule_from_trusted_wupin
r01447,172,腌制的橄榄,ien33tsy55tiq5kaen55laen52,tsy5;tsy5,,,True,result_all_converted.xlsx,iẽ³³tsɿ⁵⁵tiʔ⁵kæ̃⁵⁵læ̃⁵²,ok,rule_from_trusted_wupin
r01448,172,敲扁橄榄,khau33pien55kaen55laen52,chiau1,,ttkʰɒpiẽklæ̃,True,result_all_converted.xlsx,kʰɤ³³piẽ⁵⁵kæ̃⁵⁵læ̃⁵²,ok,rule_from_trusted_wupin
r01449,172,桂圆,kue33yoen33,,龙眼干,bkuɦi,True,result_all_converted.xlsx,kuᴇ³³ɦiø̃³³,ok,rule_from_trusted_wupin
r01450,172,桂圆肉,kue33yoen33gnio33,gnio6;gnhioq7;gnioq8;gnioq8,,kuɦiȵioʔlkl,True,result_all_converted.xlsx,kuᴇ³³ɦiø̃³³ȵiɒ³³,ok,rule_from_trusted_wupin
r01451,172,圆眼皮,yoen11ngaen55bi52,,,lɦiøŋæ̃bi,True,result_all_converted.xlsx,ɦiø̃¹¹ŋæ̃⁵⁵bi⁵²,ok,rule_from_trusted_wupin
r01452,172,胡桃肉,lu11dau55gnio52,wu2;wu2;wu2;wu2gnio6;gnhioq7;gnioq8;gnioq8,核桃仁,kɦdoʔ,True,result_all_converted.xlsx,lu¹¹dɤ⁵⁵ȵiɒ⁵²,ok,rule_from_trusted_wupin
r01453,172,小胡桃肉,shiau335lu55dau55gnio52,wu2;wu2;wu2;wu2gnio6;gnhioq7;gnioq8;gnioq8,山核桃仁,kiɒɦuŋoʔlk,True,result_all_converted.xlsx,ɕiɤ³³⁵lu⁵⁵dɤ⁵⁵ȵiɒ⁵²,ok,rule_from_trusted_wupin
r01454,172,柿饼,zy115pin52,,,fitzpiŋlttff,True,result_all_converted.xlsx,zɿ¹¹⁵piŋ⁵²,ok,rule_from_trusted_wupin
r01455,173,柿霜,zy115saon52,,柿饼内渗到表面的白霜状糖粉,sɒŋttlftiks,True,result_all_converted.xlsx,zɿ¹¹⁵sɒŋ⁵²,ok,rule_from_trusted_wupin
r01456,173,藕粉,ngeu115feen52,,,ŋɤfẽ,True,result_all_converted.xlsx,ŋə¹¹⁵fẽ⁵²,ok,rule_from_trusted_wupin
r01457,173,莲子,lien11tsy55,tsy3;tseq7,,liẽts,True,result_all_converted.xlsx,liẽ¹¹tsɿ⁵⁵,ok,rule_from_trusted_wupin
r01458,173,降脯,kaon335bu52,kaon3;ghaon2;ghaon4;ghaon4;ghaon4;ciaon3fu3,,,True,result_all_converted.xlsx,kɒŋ³³⁵bu⁵²,ok,rule_from_trusted_wupin
r01459,173,爆米花,pau33mi33huo33,bau6,,,True,result_all_converted.xlsx,pɤ³³mi³³huɒ³³,ok,rule_from_trusted_wupin
r01460,173,六谷降,loq1kuoq5kaon52,gbon6;gbon6;gbon6kaon3;ghaon2;ghaon4;ghaon4;ghaon4;ciaon3,炒玉米粒儿,loʔkuoʔpʰɒŋkkk,True,result_all_converted.xlsx,loʔ¹kuoʔ⁵kɒŋ⁵²,ok,rule_from_trusted_wupin
r01461,173,糕干,kau33keen52,keen1;keen1;keen3;keen3,,kkɒk,True,result_all_converted.xlsx,kɤ³³kẽ⁵²,ok,rule_from_trusted_wupin
r01462,173,鸡骨头糕干,ci33kueq5deu55kau55keen52,kuēq7;kuoeq7;kuoq7keen1;keen1;keen3;keen3,一种很硬的糕干,fktikuʔdɤkɒkẽff,True,result_all_converted.xlsx,tɕi³³kuᴇʔ⁵də⁵⁵kɤ⁵⁵kẽ⁵²,ok,rule_from_trusted_wupin
r01463,173,饼干,pin335keen52,keen1;keen1;keen3;keen3,,flpiŋk,True,result_all_converted.xlsx,piŋ³³⁵kẽ⁵²,ok,rule_from_trusted_wupin
r01464,173,鸡蛋糕,ci33daen55kau52,,,ttɕidæ̃kɒ,True,result_all_converted.xlsx,tɕi³³dæ̃⁵⁵kɤ⁵²,ok,rule_from_trusted_wupin
r01465,173,月饼,gnioeq1pin55,yoeq8;gnioq8;yoq8,,iɦiøʔpiŋ,True,result_all_converted.xlsx,ȵiøʔ¹piŋ⁵⁵,ok,rule_from_trusted_wupin
r01466,173,粽子,tson33tsy33,tsy3;tseq7,,tftsoŋts,True,result_all_converted.xlsx,tsoŋ³³tsɿ³³,ok,rule_from_trusted_wupin
r01467,173,汤团,thaon33doen52,thaon5;thaon5doen2;doen2,圆,tɒŋø̃b,True,result_all_converted.xlsx,tʰɒŋ³³dø̃⁵²,ok,rule_from_trusted_wupin
r01468,173,礌大,le11da11,do6,元宵,,True,result_all_converted.xlsx,lᴇ¹¹da¹¹,ok,rule_from_trusted_wupin
r01469,173,吞吞,thoen33thoen52,,无馅小糯米丸子,,True,result_all_converted.xlsx,tʰø̃³³tʰø̃⁵²,ok,rule_from_trusted_wupin
r01470,173,粢,tshy33,,米饭糯米饭,ktsʰmivt,True,result_all_converted.xlsx,tsʰɿ³³,ok,rule_from_trusted_wupin
r01471,173,糯米饭,no11mi11vaen11,vaen2;vaen6,,tktnomilvæ̃,True,result_all_converted.xlsx,nɒ¹¹mi¹¹væ̃¹¹,ok,rule_from_trusted_wupin
r01472,173,年糕,gnien11kau52,,,ptẽk,True,result_all_converted.xlsx,ȵiẽ¹¹kɤ⁵²,ok,rule_from_trusted_wupin
r01473,173,糯米年糕,no11mi11gnien11kau11,,,tnoiikɒ,True,result_all_converted.xlsx,nɒ¹¹mi¹¹ȵiẽ¹¹kɤ¹¹,ok,rule_from_trusted_wupin
r01474,173,桂花年糕,kue33huo33gnien33kau33,,加桂花丝的糯米年糕,tkhuoniẽkɒɤkfk,True,result_all_converted.xlsx,kuᴇ³³huɒ³³ȵiẽ³³kɤ³³,ok,rule_from_trusted_wupin
r01475,173,猪油年糕,tsy33yeu55gnien55kau52,yeu2;yeu6,掺有猪油的糯米年糕,ttsɦiɤŋẽkɒk,True,result_all_converted.xlsx,tsɿ³³ɦə⁵⁵ȵiẽ⁵⁵kɤ⁵²,ok,rule_from_trusted_wupin
r01476,173,油条,yeu11tiau52,yeu2;yeu6trau1;diau2,,ɦidiɒ,True,result_all_converted.xlsx,ɦə¹¹tiɤ⁵²,ok,rule_from_trusted_wupin
r01477,173,油子,yeu11tsy55,yeu2;yeu6tsy3;tseq7,,ɦiɤstsl,True,result_all_converted.xlsx,ɦə¹¹tsɿ⁵⁵,ok,rule_from_trusted_wupin
r01478,173,油饼,yeu11pin55,yeu2;yeu6,,,True,result_all_converted.xlsx,ɦə¹¹piŋ⁵⁵,ok,rule_from_trusted_wupin
r01479,173,麻花,mo11huo52,mo2;mo2;mo2;mo2,,kmohuo,True,result_all_converted.xlsx,mɒ¹¹huɒ⁵²,ok,rule_from_trusted_wupin
r01480,173,春卷,tsheen33cioen55,cioen5;cioen5,,tsʰẽtɕi,True,result_all_converted.xlsx,tsʰẽ³³tɕiø̃⁵⁵,ok,rule_from_trusted_wupin
r01481,173,麻糍,mo11zy52,mo2;mo2;mo2;mo2,外面粘有芝麻的糯米团子,mozlkkll,True,result_all_converted.xlsx,mɒ¹¹zɿ⁵²,ok,rule_from_trusted_wupin
r01482,173,条头糕,tiau33deu55kau52,trau1;diau2,一种米粉做成的条状点心,iŋdkɒkkti,True,result_all_converted.xlsx,tiɤ³³də⁵⁵kɤ⁵²,ok,rule_from_trusted_wupin
r01483,173,印糕,in33kau33,,一种压模做成的点心,kliklkkfi,True,result_all_converted.xlsx,iŋ³³kɤ³³,ok,rule_from_trusted_wupin
r01484,173,艾饺,nge11ciau11,,用艾汁和面做成的蒸饺,tŋtiɒlltky,True,result_all_converted.xlsx,ŋᴇ¹¹tɕiɤ¹¹,ok,rule_from_trusted_wupin
r01485,173,巧果,chiau335ku52,,,tiɒktiktl,True,result_all_converted.xlsx,tɕʰiɤ³³⁵ku⁵²,ok,rule_from_trusted_wupin
r01486,174,第六章,di11loq1tsaon11,,,,True,result_all_converted.xlsx,di¹¹loʔ¹tsɒŋ¹¹,ok,rule_from_trusted_wupin
r01487,174,制作,tsy33tseq3,tsy5;tsy5tsog7;tsoq7;tsoq7,,f,True,result_all_converted.xlsx,tsɿ³³tsᴇʔ³,ok,rule_from_trusted_wupin
r01488,174,甜酒酿,dien11cieu55gnian52,,酒酿,ttiaŋt,True,result_all_converted.xlsx,diẽ¹¹tɕiə⁵⁵ȵiaŋ⁵²,ok,rule_from_trusted_wupin
r01489,174,豆腐浆,deu11vu11cian11,gnm,,dɤɦutɕiaŋl,True,result_all_converted.xlsx,də¹¹vu¹¹tɕiaŋ¹¹,ok,rule_from_trusted_wupin
r01490,174,馅子,ghaen115tsy52,ghaen4;yen6tsy3;tseq7,馅儿,ɦæ̃tsstl,True,result_all_converted.xlsx,ɦæ̃¹¹⁵tsɿ⁵²,ok,rule_from_trusted_wupin
r01491,174,退沙,the33so33,,,ltʰsokt,True,result_all_converted.xlsx,tʰᴇ³³sɒ³³,ok,rule_from_trusted_wupin
r01492,174,豆沙馅儿,deu11so11ghaen11gni11,ghaen4;yen612;ghi2;i2,,,True,result_all_converted.xlsx,də¹¹sɒ¹¹ɦæ̃¹¹ȵi¹¹,ok,rule_from_trusted_wupin
r01493,174,料作,liau11tseq1,tsog7;tsoq7;tsoq7,,kfiliɒtsoʔi,True,result_all_converted.xlsx,liɤ¹¹tsᴇʔ¹,ok,rule_from_trusted_wupin
r01494,174,佐料,tso335liau52,,,,True,result_all_converted.xlsx,tsɒ³³⁵liɤ⁵²,ok,rule_from_trusted_wupin
r01495,174,调料,diau11liau55,diau6,,ɤdiɒliɒ,True,result_all_converted.xlsx,diɤ¹¹liɤ⁵⁵,ok,rule_from_trusted_wupin
r01496,174,麻油,mo11yeu52,mo2;mo2;mo2;mo2yeu2;yeu6,香油,moʔɦil,True,result_all_converted.xlsx,mɒ¹¹ɦə⁵²,ok,rule_from_trusted_wupin
r01497,174,小车麻油,shiau335ciu55mo55yeu52,cru1;tsho1mo2;mo2;mo2;mo2yeu2;yeu6,熟芝麻榨的香油,kiŋtsʰomoɦikkfs,True,result_all_converted.xlsx,ɕiɤ³³⁵tɕy⁵⁵mɒ⁵⁵ɦə⁵²,ok,rule_from_trusted_wupin
r01498,174,麻酱,mo11cian55,mo2;mo2;mo2;mo2,,kkmotɕiaŋ,True,result_all_converted.xlsx,mɒ¹¹tɕiaŋ⁵⁵,ok,rule_from_trusted_wupin
r01499,174,生油,san33yeu52,san1;seon1yeu2;yeu6,,tlsəŋɦis,True,result_all_converted.xlsx,saŋ³³ɦə⁵²,ok,rule_from_trusted_wupin
r01500,174,花生油,huo33san55yeu52,san1;seon1yeu2;yeu6,,huosaŋɦiɤ,True,result_all_converted.xlsx,huɒ³³saŋ⁵⁵ɦə⁵²,ok,rule_from_trusted_wupin
r01501,174,豆油,deu11yeu11,yeu2;yeu6,,idɦi,True,result_all_converted.xlsx,də¹¹ɦə¹¹,ok,rule_from_trusted_wupin
r01502,174,香油,shian33yeu52,yeu2;yeu6,,ɕiaŋɦik,True,result_all_converted.xlsx,ɕiaŋ³³ɦə⁵²,ok,rule_from_trusted_wupin
r01503,174,菜籽油,tshe33tsy33yeu33,yeu2;yeu6,,,True,result_all_converted.xlsx,tsʰᴇ³³tsɿ³³ɦə³³,ok,rule_from_trusted_wupin
r01504,174,菜油,tshe33yeu33,yeu2;yeu6,,ttsʰɦi,True,result_all_converted.xlsx,tsʰᴇ³³ɦə³³,ok,rule_from_trusted_wupin
r01505,174,茶油,dzo11yeu52,yeu2;yeu6,,dzoɦiɤ,True,result_all_converted.xlsx,dzɒ¹¹ɦə⁵²,ok,rule_from_trusted_wupin
r01506,174,猪油,tsy33yeu52,yeu2;yeu6,,tɦi,True,result_all_converted.xlsx,tsɿ³³ɦə⁵²,ok,rule_from_trusted_wupin
r01507,174,盐,yen231,yen2;yen6,,i,True,result_all_converted.xlsx,ɦẽ²³¹,ok,rule_from_trusted_wupin
r01508,174,盐花,yen11huo52,yen2;yen6,盐用量少时说,ɦiẽhuotll,True,result_all_converted.xlsx,ɦẽ¹¹huɒ⁵²,ok,rule_from_trusted_wupin
r01509,174,盐奶,yen11na55,yen2;yen6na4;nha5,熬盐时盐汁溢出凝成的盐块,tiẽatktllftk,True,result_all_converted.xlsx,ɦẽ¹¹na⁵⁵,ok,rule_from_trusted_wupin
r01510,174,豆板酱,deu11paen11cian11,,,dɤptɕiaŋ,True,result_all_converted.xlsx,də¹¹pæ̃¹¹tɕiaŋ¹¹,ok,rule_from_trusted_wupin
r01511,174,甜面酱,dien11mien55cian52,mien4;mien6;mien6;mien6,,tdimitɕiaŋ,True,result_all_converted.xlsx,diẽ¹¹miẽ⁵⁵tɕiaŋ⁵²,ok,rule_from_trusted_wupin
r01512,174,辣酱,laeq1cian55,,,lʔtɕiaŋ,True,result_all_converted.xlsx,læʔ¹tɕiaŋ⁵⁵,ok,rule_from_trusted_wupin
r01513,174,酱油,cian33yeu33,yeu2;yeu6,,ltɕiaŋɦiɤ,True,result_all_converted.xlsx,tɕiaŋ³³ɦə³³,ok,rule_from_trusted_wupin
r01514,174,母子油,mu115tsy55yeu52,mu4;ng4tsy3;tseq7yeu2;yeu6,,lkmultsɦiɤ,True,result_all_converted.xlsx,mu¹¹⁵tsɿ⁵⁵ɦə⁵²,ok,rule_from_trusted_wupin
r01515,174,太油,tha33yeu33,yeu2;yeu6,种品质较好的酱油,tʰaɦiɤtkf,True,result_all_converted.xlsx,tʰa³³ɦə³³,ok,rule_from_trusted_wupin
r01516,174,醋,tshu33,,,ttsʰ,True,result_all_converted.xlsx,tsʰu³³,ok,rule_from_trusted_wupin
r01517,174,米醋,mi115tshu52,,,itsʰu,True,result_all_converted.xlsx,mi¹¹⁵tsʰu⁵²,ok,rule_from_trusted_wupin
r01518,174,红糖,won11daon52,,,ɦuoŋdɒŋ,True,result_all_converted.xlsx,ɦoŋ¹¹dɒŋ⁵²,ok,rule_from_trusted_wupin
r01519,175,糖,daon231,,,,True,result_all_converted.xlsx,dɒŋ²³¹,ok,rule_from_trusted_wupin
r01520,175,白糖,baq1daon52,,,baʔdɒŋ,True,result_all_converted.xlsx,baʔ¹dɒŋ⁵²,ok,rule_from_trusted_wupin
r01521,175,白砂糖,baq1so55daon52,,,ltbaʔsodɒŋk,True,result_all_converted.xlsx,baʔ¹sɒ⁵⁵dɒŋ⁵²,ok,rule_from_trusted_wupin
r01522,175,赤砂糖,tsheq3so55daon52,lsheg7;tsheoq7,,ttsʰʔsodɒŋl,True,result_all_converted.xlsx,tsʰᴇʔ³sɒ⁵⁵dɒŋ⁵²,ok,rule_from_trusted_wupin
r01523,175,红砂糖,won11so55daon52,,,,True,result_all_converted.xlsx,ɦoŋ¹¹sɒ⁵⁵dɒŋ⁵²,ok,rule_from_trusted_wupin
r01524,175,冰糖,pin33daon52,,,kpiŋdŋ,True,result_all_converted.xlsx,piŋ³³dɒŋ⁵²,ok,rule_from_trusted_wupin
r01525,175,蜜糖,miq1daon52,,蜂蜜,miʔdɒŋ,True,result_all_converted.xlsx,miʔ¹dɒŋ⁵²,ok,rule_from_trusted_wupin
r01526,175,味精,bi11cin11,b1o;mi6;mi6;vi6,,lkɤvitɕiŋ,True,result_all_converted.xlsx,bi¹¹tɕiŋ¹¹,ok,rule_from_trusted_wupin
r01527,175,味之素,bi11tsy11su11,b1o;mi6;mi6;vi6,旧词,kvitssuʔll,True,result_all_converted.xlsx,bi¹¹tsɿ¹¹su¹¹,ok,rule_from_trusted_wupin
r01528,175,茴香,we11shian52,,,ɦuɕɕiaŋ,True,result_all_converted.xlsx,ɦᴇ¹¹ɕiaŋ⁵²,ok,rule_from_trusted_wupin
r01529,175,桂皮,kue33bi33,,,tkʰ,True,result_all_converted.xlsx,kuᴇ³³bi³³,ok,rule_from_trusted_wupin
r01530,175,花椒,huo33ciau52,,,thuotɕiɒ,True,result_all_converted.xlsx,huɒ³³tɕiɤ⁵²,ok,rule_from_trusted_wupin
r01531,175,胡椒,lu11ciau52,wu2;wu2;wu2;wu2,,ttɦutɕiɒ,True,result_all_converted.xlsx,lu¹¹tɕiɤ⁵²,ok,rule_from_trusted_wupin
r01532,175,胡椒粉,lu11ciau55feen52,wu2;wu2;wu2;wu2,,tɦutɕiɒfẽ,True,result_all_converted.xlsx,lu¹¹tɕiɤ⁵⁵fẽ⁵²,ok,rule_from_trusted_wupin
r01533,175,辣椒粉,laeq1ciau55feen52,,,ttlʔtɕiɒfẽ,True,result_all_converted.xlsx,læʔ¹tɕiɤ⁵⁵fẽ⁵²,ok,rule_from_trusted_wupin
r01534,175,葱花,tshon33huo52,,,tsʰoŋhuo,True,result_all_converted.xlsx,tsʰoŋ³³huɒ⁵²,ok,rule_from_trusted_wupin
r01535,175,生姜丁,san33cian55tin52,san1;seon1crar1;cian1,姜末,saŋtɕiaŋtiŋk,True,result_all_converted.xlsx,saŋ³³tɕiaŋ⁵⁵tiŋ⁵²,ok,rule_from_trusted_wupin
r01536,175,稠粉,dzeu11feen55,,,fdzft,True,result_all_converted.xlsx,dzə¹¹fẽ⁵⁵,ok,rule_from_trusted_wupin
r01537,175,山粉,saen33feen55,,,lsfẽ,True,result_all_converted.xlsx,sæ̃³³fẽ⁵⁵,ok,rule_from_trusted_wupin
r01538,175,泔水,keen33sy55,sy3;se3,,,True,result_all_converted.xlsx,kẽ³³sɿ⁵⁵,ok,rule_from_trusted_wupin
r01539,175,淘米淋水,dau11mi55lin55sy52,ucu2;dau2;gnepsy3;se3,,,True,result_all_converted.xlsx,dɤ¹¹mi⁵⁵liŋ⁵⁵sɿ⁵²,ok,rule_from_trusted_wupin
r01540,175,甜水缸脚,dien11sy55kaon55ciaq54,sy3;se3,脚,,True,result_all_converted.xlsx,diẽ¹¹sɿ⁵⁵kɒŋ⁵⁵tɕiaʔ⁵⁴,ok,rule_from_trusted_wupin
r01541,175,布,pu33,pu5,头,pudɤ,True,result_all_converted.xlsx,pu³³,ok,rule_from_trusted_wupin
r01542,175,杜布,du115pu52,pu5,手工织的布,tdupu,True,result_all_converted.xlsx,du¹¹⁵pu⁵²,ok,rule_from_trusted_wupin
r01543,175,棉布,mien11pu55,pu5,,miẽpu,True,result_all_converted.xlsx,miẽ¹¹pu⁵⁵,ok,rule_from_trusted_wupin
