row_id,page,hanzi,wupin,alt_wupin,note,legacy_ipa_ocr,has_wupin,source,ipa_from_wupin,ipa_conversion_status,ipa_label_source
r03731,249,百货商,paq3hu55san52,san1;saon1,店,,True,result_all_converted.xlsx,paʔ³hu⁵⁵saŋ⁵²,ok,rule_from_trusted_wupin
r03732,249,推衣店,the33i55tien52,,旧时指出售旧衣服的商店,tʰitiẽtlttl,True,result_all_converted.xlsx,tʰᴇ³³i⁵⁵tiẽ⁵²,ok,rule_from_trusted_wupin
r03733,249,饭店,vaen11tien55,vaen2;vaen6,,væ̃ti,True,result_all_converted.xlsx,væ̃¹¹tiẽ⁵⁵,ok,rule_from_trusted_wupin
r03734,249,馆子,kuoen335tsy52,tsy3;tseq7,小饭店,fkuø̃tskuøtsʔtt,True,result_all_converted.xlsx,kuø̃³³⁵tsɿ⁵²,ok,rule_from_trusted_wupin
r03735,249,馆子店,kuoen335tsy55tien52,tsy3;tseq7,,lkutsʔti,True,result_all_converted.xlsx,kuø̃³³⁵tsɿ⁵⁵tiẽ⁵²,ok,rule_from_trusted_wupin
r03736,249,茶馆,dzo11kuoen55,,店,fdzoʔkuø̃ti,True,result_all_converted.xlsx,dzɒ¹¹kuø̃⁵⁵,ok,rule_from_trusted_wupin
r03737,249,旅馆,li115kuoen52,liu4;114;liu4,,likɕ,True,result_all_converted.xlsx,li¹¹⁵kuø̃⁵²,ok,rule_from_trusted_wupin
r03738,249,客栈,khaq3dzaen55,dzaen4;dzaen4,较简陋的旅社,kkʰaʔdzæ̃,True,result_all_converted.xlsx,kʰaʔ³dzæ̃⁵⁵,ok,rule_from_trusted_wupin
r03739,249,宿夜店,shieu33ya33tien33,soq7,小旅社,soɦialtiẽkl,True,result_all_converted.xlsx,ɕiə³³ɦa³³tiẽ³³,ok,rule_from_trusted_wupin
r03740,249,浴室,gnioeq1seq5,gnioeq8;yoeq8;yoeq8;gnioq8;yoq8seoq7;seoq7,,iɦioʔsəʔ,True,result_all_converted.xlsx,ȵiøʔ¹sᴇʔ⁵,ok,rule_from_trusted_wupin
r03741,249,混堂,wen115daon52,wen4;woen4,旧词,ɦuẽdɒŋl,True,result_all_converted.xlsx,ɦẽ¹¹⁵dɒŋ⁵²,ok,rule_from_trusted_wupin
r03742,249,理发店,li115faeq5tien52,faeq7;faeq7,,llifʔti,True,result_all_converted.xlsx,li¹¹⁵fæʔ⁵tiẽ⁵²,ok,rule_from_trusted_wupin
r03743,249,剃头店,thi33deu33tien33,,,tʰidtiẽ,True,result_all_converted.xlsx,tʰi³³də³³tiẽ³³,ok,rule_from_trusted_wupin
r03744,249,剃头担,thi33deu33taen33,taen1;taen5,,tʰit,True,result_all_converted.xlsx,tʰi³³də³³tæ̃³³,ok,rule_from_trusted_wupin
r03745,249,书店,shiu33tien55,,,ɕytiẽ,True,result_all_converted.xlsx,ɕy³³tiẽ⁵⁵,ok,rule_from_trusted_wupin
r03746,249,照相馆,tsau33shian33kuoen33,shian5;shian5,,ltttsɒiaŋkuø,True,result_all_converted.xlsx,tsɤ³³ɕiaŋ³³kuø̃³³,ok,rule_from_trusted_wupin
r03747,249,照相店,tsau33shian33tien33,shian5;shian5,,kltsɒɕiaŋtiẽ,True,result_all_converted.xlsx,tsɤ³³ɕiaŋ³³tiẽ³³,ok,rule_from_trusted_wupin
r03748,249,戏院,shi33yoen33,,,lɕiɦiø̃,True,result_all_converted.xlsx,ɕi³³ɦiø̃³³,ok,rule_from_trusted_wupin
r03749,249,剧院,yoen11,,,tdʑiʔɦiø̃,True,result_all_converted.xlsx,ɦiø̃¹¹,ok,rule_from_trusted_wupin
r03750,249,戏馆,shi33kuoen33,,,tikuø,True,result_all_converted.xlsx,ɕi³³kuø̃³³,ok,rule_from_trusted_wupin
r03751,250,第七章,di11chiq1tsaon11,,绍兴方言分类词汇中,,True,result_all_converted.xlsx,di¹¹tɕʰiʔ¹tsɒŋ¹¹,ok,rule_from_trusted_wupin
r03752,250,电影院,dien11in11yoen11,,,kdiiŋɦiø,True,result_all_converted.xlsx,diẽ¹¹iŋ¹¹ɦiø̃¹¹,ok,rule_from_trusted_wupin
r03753,250,堂子,daon11tsy55,tsy3;tseq7,旧时指妓院,fdɒŋtslll,True,result_all_converted.xlsx,dɒŋ¹¹tsɿ⁵⁵,ok,rule_from_trusted_wupin
r03754,250,当店,taon33tien55,taon1;taon5,当铺,ltɒŋtiẽ,True,result_all_converted.xlsx,tɒŋ³³tiẽ⁵⁵,ok,rule_from_trusted_wupin
r03755,250,买主,ma115ciu52,,顾客,matyki,True,result_all_converted.xlsx,ma¹¹⁵tɕy⁵²,ok,rule_from_trusted_wupin
r03756,250,客户,khaq3wu55,,,kʰaʔɦu,True,result_all_converted.xlsx,kʰaʔ³ɦu⁵⁵,ok,rule_from_trusted_wupin
r03757,250,观众,kuoen33tson55,kuoen1;kuoen5,,kuøtsoŋ,True,result_all_converted.xlsx,kuø̃³³tsoŋ⁵⁵,ok,rule_from_trusted_wupin
r03758,250,听众,thin33tson33,thin5,,liŋtsoŋ,True,result_all_converted.xlsx,tʰiŋ³³tsoŋ³³,ok,rule_from_trusted_wupin
r03759,250,国家,kuoq3cia52,ke1;ko1;ko1;ko1;cio1,,lʔti,True,result_all_converted.xlsx,kuoʔ³tɕia⁵²,ok,rule_from_trusted_wupin
r03760,250,国度,kuoq3du55,gbop,,lkuoʔdu,True,result_all_converted.xlsx,kuoʔ³du⁵⁵,ok,rule_from_trusted_wupin
r03761,250,本国,peen335kuoq54,,,llpẽkuoʔ,True,result_all_converted.xlsx,pẽ³³⁵kuoʔ⁵⁴,ok,rule_from_trusted_wupin
r03762,250,外国,nga11kuoq1,nga6;wa6,,lllŋakuoʔ,True,result_all_converted.xlsx,ŋa¹¹kuoʔ¹,ok,rule_from_trusted_wupin
r03763,250,首都,seu335tu52,lu1;tu5,,tsɤtu,True,result_all_converted.xlsx,sə³³⁵tu⁵²,ok,rule_from_trusted_wupin
r03764,250,省城,san335dzeon52,san3;seon3;seon3;shin3,,saŋdzəŋ,True,result_all_converted.xlsx,saŋ³³⁵dzəŋ⁵²,ok,rule_from_trusted_wupin
r03765,250,省会,san335kue52,san3;seon3;seon3;shin3kue5;we6,,saŋɦu,True,result_all_converted.xlsx,saŋ³³⁵kuᴇ⁵²,ok,rule_from_trusted_wupin
r03766,250,城市,dzeon11zy55,,,lidzŋzl,True,result_all_converted.xlsx,dzəŋ¹¹zɿ⁵⁵,ok,rule_from_trusted_wupin
r03767,250,县城,yen11dzeon11,yen6;yoen6,,ɦidzəŋ,True,result_all_converted.xlsx,ɦẽ¹¹dzəŋ¹¹,ok,rule_from_trusted_wupin
r03768,250,故乡,ku335shian52,cny;cnx;e,,kkuɕiaŋ,True,result_all_converted.xlsx,ku³³⁵ɕiaŋ⁵²,ok,rule_from_trusted_wupin
r03769,250,家乡,cia33shian52,ke1;ko1;ko1;ko1;cio1,,tɕioɕiaŋkoɕiaŋ,True,result_all_converted.xlsx,tɕia³³ɕiaŋ⁵²,ok,rule_from_trusted_wupin
r03770,250,本埠,peen335bu52,,,tlpẽbu,True,result_all_converted.xlsx,pẽ³³⁵bu⁵²,ok,rule_from_trusted_wupin
r03771,250,外地,nga11di11,nga6;wa6,,tŋadi,True,result_all_converted.xlsx,ŋa¹¹di¹¹,ok,rule_from_trusted_wupin
r03772,250,门牌,meen11ba52,,,mba,True,result_all_converted.xlsx,mẽ¹¹ba⁵²,ok,rule_from_trusted_wupin
r03773,250,地址,di11tsy11,,,,True,result_all_converted.xlsx,di¹¹tsɿ¹¹,ok,rule_from_trusted_wupin
r03774,250,地脚,di11ciaq1,,落宕,kditɕiaʔloʔdɒŋl,True,result_all_converted.xlsx,di¹¹tɕiaʔ¹,ok,rule_from_trusted_wupin
r03775,250,城里,dzeon11li55,li4;114;li4,头,dzəŋlidɤ,True,result_all_converted.xlsx,dzəŋ¹¹li⁵⁵,ok,rule_from_trusted_wupin
r03776,250,乡下,shian33gho55,gho4;gho6;yo4,头,ɕiaŋɦodɤ,True,result_all_converted.xlsx,ɕiaŋ³³ɦɒ⁵⁵,ok,rule_from_trusted_wupin
r03777,250,村宕,tsheen33dan55,tshoen1dan6;daon6,村,fitsʰdɒŋft,True,result_all_converted.xlsx,tsʰẽ³³dɒŋ⁵⁵,ok,rule_from_trusted_wupin
r03778,250,村坊,tsheen33faon52,tshoen1,,ktttsʰẽifɒŋ,True,result_all_converted.xlsx,tsʰẽ³³fɒŋ⁵²,ok,rule_from_trusted_wupin
r03779,250,路,lu11,,,lu,True,result_all_converted.xlsx,lu¹¹,ok,rule_from_trusted_wupin
r03780,251,街路,ka33lu55,,街道,tkalul,True,result_all_converted.xlsx,ka³³lu⁵⁵,ok,rule_from_trusted_wupin
r03781,251,上坡路,zan115pho55lu52,zan4;zaon4;zaon4;zaon4;zaon4;zaon6,,llzɒŋpʰolu,True,result_all_converted.xlsx,zaŋ¹¹⁵pʰɒ⁵⁵lu⁵²,ok,rule_from_trusted_wupin
r03782,251,下坡路,gho115pho55lu52,gho4;gho6;yo4,,fɦopʰolu,True,result_all_converted.xlsx,ɦɒ¹¹⁵pʰɒ⁵⁵lu⁵²,ok,rule_from_trusted_wupin
r03783,251,大街,da11ka11,do6,,ktdoka,True,result_all_converted.xlsx,da¹¹ka¹¹,ok,rule_from_trusted_wupin
r03784,251,小路,shiau335lu52,,,tl,True,result_all_converted.xlsx,ɕiɤ³³⁵lu⁵²,ok,rule_from_trusted_wupin
r03785,251,弄,lon113,1o114;lon6,堂胡同,iloŋdɒŋli,True,result_all_converted.xlsx,loŋ¹¹³,ok,rule_from_trusted_wupin
r03786,251,巷,ghaon11,,,ɦɒŋ,True,result_all_converted.xlsx,ɦɒŋ¹¹,ok,rule_from_trusted_wupin
r03787,251,十字路口,zeq1zy55lu55kheu52,,,llzʔlukʰs,True,result_all_converted.xlsx,zᴇʔ¹zɿ⁵⁵lu⁵⁵kʰə⁵²,ok,rule_from_trusted_wupin
r03788,251,丁字路口,tin33zy55lu55kheu52,,,llltiŋzklukkʰɤ,True,result_all_converted.xlsx,tiŋ³³zɿ⁵⁵lu⁵⁵kʰə⁵²,ok,rule_from_trusted_wupin
r03789,251,三岔路口,saen33tsho55lu55kheu52,,,lsæ̃tsʰolukʰɤs,True,result_all_converted.xlsx,sæ̃³³tsʰɒ⁵⁵lu⁵⁵kʰə⁵²,ok,rule_from_trusted_wupin
r03790,251,四岔路口,sy33tsho33lu33kheu33,,,lllstsʰolukʰ,True,result_all_converted.xlsx,sɿ³³tsʰɒ³³lu³³kʰə³³,ok,rule_from_trusted_wupin
r03791,251,城墙,dzeon11jian52,,,kdzŋdʑiaŋ,True,result_all_converted.xlsx,dzəŋ¹¹dʑiaŋ⁵²,ok,rule_from_trusted_wupin
r03792,251,城门,dzeon11meen52,,,dzəŋmẽs,True,result_all_converted.xlsx,dzəŋ¹¹mẽ⁵²,ok,rule_from_trusted_wupin
r03793,251,水城门,sy335dzeon55meen52,sy3;se3,河道上的城门,klsdzəŋmẽul,True,result_all_converted.xlsx,sɿ³³⁵dzəŋ⁵⁵mẽ⁵²,ok,rule_from_trusted_wupin
r03794,251,行人道,ghan11zeen55da52,yin2;yin2;ghaon2;ghaon2gnin2da4;dau4,人行道,ɦiŋzẽdɒii,True,result_all_converted.xlsx,ɦaŋ¹¹zẽ⁵⁵da⁵²,ok,rule_from_trusted_wupin
r03795,251,走路,tseu335lu52,,通道,tlutfi,True,result_all_converted.xlsx,tsə³³⁵lu⁵²,ok,rule_from_trusted_wupin
r03796,251,走路口,tseu335lu55kheu52,,,ltsukʰ,True,result_all_converted.xlsx,tsə³³⁵lu⁵⁵kʰə⁵²,ok,rule_from_trusted_wupin
r03797,251,火车路,hu335ciu55lu52,cru1;tsho1,,khtsʰol,True,result_all_converted.xlsx,hu³³⁵tɕy⁵⁵lu⁵²,ok,rule_from_trusted_wupin
r03798,251,铁路,thiq3lu55,,,tltʰiʔlu,True,result_all_converted.xlsx,tʰiʔ³lu⁵⁵,ok,rule_from_trusted_wupin
r03799,251,汽车路,chi33ciu33lu33,cru1;tsho1,,tʰitsʰol,True,result_all_converted.xlsx,tɕʰi³³tɕy³³lu³³,ok,rule_from_trusted_wupin
r03800,251,公路,kuon33lu55,,,kuoŋluk,True,result_all_converted.xlsx,kuoŋ³³lu⁵⁵,ok,rule_from_trusted_wupin
r03801,251,马路,mha33lu55,mha1;mo4,,molu,True,result_all_converted.xlsx,hma³³lu⁵⁵,ok,rule_from_trusted_wupin
r03802,251,纤路,chien33lu55,chien5;shien1,拉纤的路,tɕʰiẽlukkit,True,result_all_converted.xlsx,tɕʰiẽ³³lu⁵⁵,ok,rule_from_trusted_wupin
r03803,251,塘路,daon11lu55,,堤塘边供行走或拉纤的路,dɒŋluttk,True,result_all_converted.xlsx,dɒŋ¹¹lu⁵⁵,ok,rule_from_trusted_wupin
r03804,251,避塘,bi11daon11,,在湖中堆土石用作纤路也供船只躲避风浪,tbidɒŋkftlk,True,result_all_converted.xlsx,bi¹¹dɒŋ¹¹,ok,rule_from_trusted_wupin
r03805,251,凉亭,lian11din52,,,liaŋdiŋt,True,result_all_converted.xlsx,liaŋ¹¹diŋ⁵²,ok,rule_from_trusted_wupin
r03806,251,桥,jiau231,,,dʑiɒ,True,result_all_converted.xlsx,dʑiɤ²³¹,ok,rule_from_trusted_wupin
r03807,251,车站,ciu33dzaen55,cru1;tsho1,,tsʰodzæ̃l,True,result_all_converted.xlsx,tɕy³³dzæ̃⁵⁵,ok,rule_from_trusted_wupin
r03808,251,站头,dzaen115deu52,,,dzd,True,result_all_converted.xlsx,dzæ̃¹¹⁵də⁵²,ok,rule_from_trusted_wupin
r03809,252,第七章,di11chiq1tsaon11,,,,True,result_all_converted.xlsx,di¹¹tɕʰiʔ¹tsɒŋ¹¹,ok,rule_from_trusted_wupin
r03810,252,火车站,hu335ciu55dzaen52,cru1;tsho1,,khtsʰodz,True,result_all_converted.xlsx,hu³³⁵tɕy⁵⁵dzæ̃⁵²,ok,rule_from_trusted_wupin
r03811,252,汽车站,chi33ciu33dzaen33,cru1;tsho1,,iltɕʰitsʰodzæ̃l,True,result_all_converted.xlsx,tɕʰi³³tɕy³³dzæ̃³³,ok,rule_from_trusted_wupin
r03812,252,码头,mo115deu52,,,mod,True,result_all_converted.xlsx,mɒ¹¹⁵də⁵²,ok,rule_from_trusted_wupin
r03813,252,渡船头,du11zeen11deu11,zeen2;zoen2,渡口,dzẽdll,True,result_all_converted.xlsx,du¹¹zẽ¹¹də¹¹,ok,rule_from_trusted_wupin
r03814,252,飞机场,fi33ci55dzan52,,,lfitidzaŋ,True,result_all_converted.xlsx,fi³³tɕi⁵⁵dzaŋ⁵²,ok,rule_from_trusted_wupin
r03815,252,火车,hu335ciu52,cru1;tsho1,,khutsʰloŋdɤ,True,result_all_converted.xlsx,hu³³⁵tɕy⁵²,ok,rule_from_trusted_wupin
r03816,252,火车,hu335ciu52,cru1;tsho1,龙头,khutsʰloŋdɤ,True,result_all_converted.xlsx,hu³³⁵tɕy⁵²,ok,rule_from_trusted_wupin
r03817,252,客车,khaq3ciu52,cru1;tsho1,载客的火车或汽车,kaʔtsʰotky,True,result_all_converted.xlsx,kʰaʔ³tɕy⁵²,ok,rule_from_trusted_wupin
r03818,252,货色车,hu33seoq3ciu33,cru1;tsho1,装货物的火车或汽车,thusəʔtsʰok,True,result_all_converted.xlsx,hu³³səʔ³tɕy³³,ok,rule_from_trusted_wupin
r03819,252,汽车,chi33ciu33,cru1;tsho1,,ititsʰo,True,result_all_converted.xlsx,tɕʰi³³tɕy³³,ok,rule_from_trusted_wupin
r03820,252,轿车,jiau11ciu11,cru1;tsho1,,dʑiɒtsʰo,True,result_all_converted.xlsx,dʑiɤ¹¹tɕy¹¹,ok,rule_from_trusted_wupin
r03821,252,小包车,shiau335pa55ciu52,pau1cru1;tsho1,,ɕiɒpɒtsʰoɕŋpatsʰo,True,result_all_converted.xlsx,ɕiɤ³³⁵pa⁵⁵tɕy⁵²,ok,rule_from_trusted_wupin
r03822,252,救火车,cieu33hu33ciu33,cru1;tsho1,,kktiɤhutsʰo,True,result_all_converted.xlsx,tɕiə³³hu³³tɕy³³,ok,rule_from_trusted_wupin
r03823,252,救护车,cieu33wu33ciu33,wu6cru1;tsho1,,ttɕiɦtsʰo,True,result_all_converted.xlsx,tɕiə³³ɦu³³tɕy³³,ok,rule_from_trusted_wupin
r03824,252,卡车,kha335ciu52,cru1;tsho1,,kkʰatsʰo,True,result_all_converted.xlsx,kʰa³³⁵tɕy⁵²,ok,rule_from_trusted_wupin
r03825,252,三卡,saen33kha55,,三轮卡车,ksæ̃kʰak,True,result_all_converted.xlsx,sæ̃³³kʰa⁵⁵,ok,rule_from_trusted_wupin
r03826,252,马托车,mha33thoq5ciu52,mha1;mo4thoq7;thoq7cru1;tsho1,摩托车,lotʰoʔtsʰ,True,result_all_converted.xlsx,hma³³tʰoʔ⁵tɕy⁵²,ok,rule_from_trusted_wupin
r03827,252,马达掐,mha33daeq5khaeq54,mha1;mo4,旧词英语的音译,modʔkʰʔtiiimotoɕati,True,result_all_converted.xlsx,hma³³dæʔ⁵kʰæʔ⁵⁴,ok,rule_from_trusted_wupin
r03828,252,电车,dien11ciu11,cru1;tsho1,,litsʰo,True,result_all_converted.xlsx,diẽ¹¹tɕy¹¹,ok,rule_from_trusted_wupin
r03829,252,有轨电车,yeu115kue55dien55ciu52,cru1;tsho1,,ɦikɡitsʰo,True,result_all_converted.xlsx,ɦə¹¹⁵kuᴇ⁵⁵diẽ⁵⁵tɕy⁵²,ok,rule_from_trusted_wupin
r03830,252,无轨电车,wu11kue55dien55ciu52,cru1;tsho1,,tttfktʰo,True,result_all_converted.xlsx,ɦu¹¹kuᴇ⁵⁵diẽ⁵⁵tɕy⁵²,ok,rule_from_trusted_wupin
r03831,252,塌车,thaeq3ciu52,cru1;tsho1,板车,tʰʔtsʰoh,True,result_all_converted.xlsx,tʰæʔ³tɕy⁵²,ok,rule_from_trusted_wupin
r03832,252,三轮车,saen33leen55ciu52,loen2;lin2cru1;tsho1,,slẽtsʰo,True,result_all_converted.xlsx,sæ̃³³lẽ⁵⁵tɕy⁵²,ok,rule_from_trusted_wupin
r03833,252,黄包车,huaon33pa55ciu52,waon2pau1cru1;tsho1,人力车,fɦuɒŋpɒtsʰo,True,result_all_converted.xlsx,huɒŋ³³pa⁵⁵tɕy⁵²,ok,rule_from_trusted_wupin
r03834,252,脚踏车,ciaq3daeq5ciu52,cru1;tsho1,自行车,lltiaʔdʔtsʰo,True,result_all_converted.xlsx,tɕiaʔ³dæʔ⁵tɕy⁵²,ok,rule_from_trusted_wupin
r03835,252,踏脚车,daeq1ciaq5ciu52,cru1;tsho1,,ʔtiaʔtsʰo,True,result_all_converted.xlsx,dæʔ¹tɕiaʔ⁵tɕy⁵²,ok,rule_from_trusted_wupin
r03836,252,马车,mha33ciu52,mha1;mo4cru1;tsho1,,motsʰo,True,result_all_converted.xlsx,hma³³tɕy⁵²,ok,rule_from_trusted_wupin
r03837,252,轿,jiau11,,,dʑiɒ,True,result_all_converted.xlsx,dʑiɤ¹¹,ok,rule_from_trusted_wupin
r03838,253,船,zeen231,zeen2;zoen2,,ftzẽʔlʔ,True,result_all_converted.xlsx,zẽ²³¹,ok,rule_from_trusted_wupin
r03839,253,轮船,leen11zeen52,loen2;lin2zeen2;zoen2,,flz,True,result_all_converted.xlsx,lẽ¹¹zẽ⁵²,ok,rule_from_trusted_wupin
r03840,253,小火轮,shiau335hu55leen52,loen2;lin2,小船,kpiɒlẽ,True,result_all_converted.xlsx,ɕiɤ³³⁵hu⁵⁵lẽ⁵²,ok,rule_from_trusted_wupin
r03841,253,帆船,vaen11zeen52,zeen2;zoen2,,væ̃zẽ,True,result_all_converted.xlsx,væ̃¹¹zẽ⁵²,ok,rule_from_trusted_wupin
r03842,253,划船,wo11zeen52,wo2;uo1;waq8zeen2;zoen2,,luozllklk,True,result_all_converted.xlsx,ɦɒ¹¹zẽ⁵²,ok,rule_from_trusted_wupin
r03843,253,用桨划的船,yon11cian11wo11tiq1zeen11,wo2;uo1;waq8zeen2;zoen2,,,True,result_all_converted.xlsx,ɦoŋ¹¹tɕiaŋ¹¹ɦɒ¹¹tiʔ¹zẽ¹¹,ok,rule_from_trusted_wupin
r03844,253,小划船,shiau335wo55zeen52,wo2;uo1;waq8zeen2;zoen2,,kiɒuoz,True,result_all_converted.xlsx,ɕiɤ³³⁵ɦɒ⁵⁵zẽ⁵²,ok,rule_from_trusted_wupin
r03845,253,戳桨船,tshoq3cian55zeen52,zeen2;zoen2,,zoʔtɕiaŋzẽllllk,True,result_all_converted.xlsx,tsʰoʔ³tɕiaŋ⁵⁵zẽ⁵²,ok,rule_from_trusted_wupin
r03846,253,乌篷船,u33bon55zeen52,zeen2;zoen2,,lbŋzẽff,True,result_all_converted.xlsx,u³³boŋ⁵⁵zẽ⁵²,ok,rule_from_trusted_wupin
r03847,253,赤膊船,tsheq3poq5zeen52,lsheg7;tsheoq7zeen2;zoen2,没有船篷的小船,tsʰʔpoʔzẽfkf,True,result_all_converted.xlsx,tsʰᴇʔ³poʔ⁵zẽ⁵²,ok,rule_from_trusted_wupin
r03848,253,坦船,thaen335zeen52,zeen2;zoen2,没有船篷的船,ltʰæ̃zẽ,True,result_all_converted.xlsx,tʰæ̃³³⁵zẽ⁵²,ok,rule_from_trusted_wupin
r03849,253,摇船,yau11zeen52,yau2;yau6zeen2;zoen2,,ɦiɒz,True,result_all_converted.xlsx,ɦɤ¹¹zẽ⁵²,ok,rule_from_trusted_wupin
r03850,253,摇橹的船,yau11lu55tiq5zeen52,yau2;yau6zeen2;zoen2,,,True,result_all_converted.xlsx,ɦɤ¹¹lu⁵⁵tiʔ⁵zẽ⁵²,ok,rule_from_trusted_wupin
r03851,253,快船,khua33zeen33,krua5;khau5zeen2;zoen2,,kʰazẽllf,True,result_all_converted.xlsx,kʰua³³zẽ³³,ok,rule_from_trusted_wupin
r03852,253,摇四橹的船,yau11sy55lu55tiq5zeen52,yau2;yau6zeen2;zoen2,,,True,result_all_converted.xlsx,ɦɤ¹¹sɿ⁵⁵lu⁵⁵tiʔ⁵zẽ⁵²,ok,rule_from_trusted_wupin
r03853,253,渡船,du11zeen11,zeen2;zoen2,,dz,True,result_all_converted.xlsx,du¹¹zẽ¹¹,ok,rule_from_trusted_wupin
r03854,253,细渡船,shi33du33zeen33,zeen2;zoen2,,,True,result_all_converted.xlsx,ɕi³³du³³zẽ³³,ok,rule_from_trusted_wupin
r03855,253,舵,do113,,,do,True,result_all_converted.xlsx,dɒ¹¹³,ok,rule_from_trusted_wupin
r03856,253,船帮,zeen11paon52,zeen2;zoen2,,kzẽpɒŋ,True,result_all_converted.xlsx,zẽ¹¹pɒŋ⁵²,ok,rule_from_trusted_wupin
r03857,253,船沿,zeen11yen52,zeen2;zoen2yen2;yen6,船舷,zẽɦiẽk,True,result_all_converted.xlsx,zẽ¹¹ɦẽ⁵²,ok,rule_from_trusted_wupin
r03858,253,船埒,zeen11laeq5,zeen2;zoen2,,,True,result_all_converted.xlsx,zẽ¹¹læʔ⁵,ok,rule_from_trusted_wupin
r03859,253,船舱,zeen11tshaon52,zeen2;zoen2,,fztsʰɒŋ,True,result_all_converted.xlsx,zẽ¹¹tsʰɒŋ⁵²,ok,rule_from_trusted_wupin
r03860,253,船篷,zeen11bon52,zeen2;zoen2,,zẽboŋ,True,result_all_converted.xlsx,zẽ¹¹boŋ⁵²,ok,rule_from_trusted_wupin
r03861,253,舱盖,tshaon33ke55,,,,True,result_all_converted.xlsx,tsʰɒŋ³³kᴇ⁵⁵,ok,rule_from_trusted_wupin
r03862,253,篷,bon231,,,boŋ,True,result_all_converted.xlsx,boŋ²³¹,ok,rule_from_trusted_wupin
r03863,253,前梢,jien11sau52,zhien2;zhien2,船头,tʑiẽsɒ,True,result_all_converted.xlsx,dʑiẽ¹¹sɤ⁵²,ok,rule_from_trusted_wupin
r03864,253,前梢头,jien11sau55deu52,zhien2;zhien2,,iʑiẽʔsɒdɤ,True,result_all_converted.xlsx,dʑiẽ¹¹sɤ⁵⁵də⁵²,ok,rule_from_trusted_wupin
r03865,253,后梢,gheu115sau52,gheu4;gheu4;gheu4;gheu6,船尾,ɦsɒf,True,result_all_converted.xlsx,ɦə¹¹⁵sɤ⁵²,ok,rule_from_trusted_wupin
r03866,253,后梢头,gheu115sau55deu52,gheu4;gheu4;gheu4;gheu6,,ɦɤsɒdɤ,True,result_all_converted.xlsx,ɦə¹¹⁵sɤ⁵⁵də⁵²,ok,rule_from_trusted_wupin
r03867,253,船梢,zeen11sau52,zeen2;zoen2,,zsɒ,True,result_all_converted.xlsx,zẽ¹¹sɤ⁵²,ok,rule_from_trusted_wupin
r03868,253,风篷,fon33bon52,,帆,foŋboŋ,True,result_all_converted.xlsx,foŋ³³boŋ⁵²,ok,rule_from_trusted_wupin
r03869,253,桅杆,gue11keen55,gue2;we2,,,True,result_all_converted.xlsx,ɡuᴇ¹¹kẽ⁵⁵,ok,rule_from_trusted_wupin
r03870,254,第七章,di11chiq1tsaon11,,绍兴方言分类词汇中,,True,result_all_converted.xlsx,di¹¹tɕʰiʔ¹tsɒŋ¹¹,ok,rule_from_trusted_wupin
r03871,254,桅,gue231,gue2;we2,,,True,result_all_converted.xlsx,ɡuᴇ²³¹,ok,rule_from_trusted_wupin
r03872,254,橹,lu113,,,fl,True,result_all_converted.xlsx,lu¹¹³,ok,rule_from_trusted_wupin
r03873,254,大橹,da11lu11,do6,,kdou,True,result_all_converted.xlsx,da¹¹lu¹¹,ok,rule_from_trusted_wupin
r03874,254,小槽,shiau335za52,za2;dzau2;zau2;zau2,,,True,result_all_converted.xlsx,ɕiɤ³³⁵za⁵²,ok,rule_from_trusted_wupin
r03875,254,桨,cian335,,,kzoʔtɕiaŋll,True,result_all_converted.xlsx,tɕiaŋ³³⁵,ok,rule_from_trusted_wupin
r03876,254,扳桨,paen33cian55,,,tiaŋi,True,result_all_converted.xlsx,pæ̃³³tɕiaŋ⁵⁵,ok,rule_from_trusted_wupin
r03877,254,桨,cian335,,,kzoʔtɕiaŋll,True,result_all_converted.xlsx,tɕiaŋ³³⁵,ok,rule_from_trusted_wupin
r03878,254,用脚蹬的桨,yon11ciaq1tiq1cian11,,,,True,result_all_converted.xlsx,ɦoŋ¹¹tɕiaʔ¹tiʔ¹tɕiaŋ¹¹,ok,rule_from_trusted_wupin
r03879,254,桨桩,cian335tsaon52,,固定桨的小木桩,fltɕiaŋtsɒŋlili,True,result_all_converted.xlsx,tɕiaŋ³³⁵tsɒŋ⁵²,ok,rule_from_trusted_wupin
r03880,254,撑杆,tshan33keen55,tshan5;lstiar15;dzan2;dzan2;tsheon1;tsheon5;tsheon5,,fltsʰaŋkẽ,True,result_all_converted.xlsx,tsʰaŋ³³kẽ⁵⁵,ok,rule_from_trusted_wupin
r03881,254,杆,keen335,,,ttsʰɒŋkẽli,True,result_all_converted.xlsx,kẽ³³⁵,ok,rule_from_trusted_wupin
r03882,254,纤绳,chien33zeon52,chien5;shien1,,itɕʰiẽzəŋ,True,result_all_converted.xlsx,tɕʰiẽ³³zəŋ⁵²,ok,rule_from_trusted_wupin
r03883,254,跳板,thiau33paen33,diau2,,ktʰiɒpæ̃,True,result_all_converted.xlsx,tʰiɤ³³pæ̃³³,ok,rule_from_trusted_wupin
r03884,254,锚,mau231,,,mɒ,True,result_all_converted.xlsx,mɤ²³¹,ok,rule_from_trusted_wupin
r03885,254,飞机,fi33ci52,,,fitɕi,True,result_all_converted.xlsx,fi³³tɕi⁵²,ok,rule_from_trusted_wupin
